,LEMMA,unknown1,ROOT,ROOT_PATTERN_STATUS,PATTERN_LEMMA_PROPOSED,Pattern Count,FORM,unknown2,pos,Rat,Gen,Num,COND-S,COND-T,GLOSS,STATUS,PATTERN STATUS,Lex Count,Ar Lemma,MSA LEMMA Cognate,OLD Status,60.57%,MISSING ENTRIES,comment
5349,dawasAn,,d.w.s,BACKOFF-1,1a2a3An,748,dawasAn,,noun,,m,,,MS||MD||FP,treading;trampling;stepping_on;pressing;pushing;pressure;stress;voltage,OK,OK,1,دَوَسان,,DONE,,,
5350,dawaxAn,,d.w.x d.x.n,BACKOFF-2,1a2a3An,748,dawaxAn,,noun,,m,,,MS||MD||FP,vertigo;nausea,OK,OK,1,دَوَخان,,DONE,,,
5351,DayaEAn,,D.y.E,LOOKUP_DEDIAC-1,1a2a3An,748,DayaEAn,,noun,,m,,,MS||MD||FP,loss;waste;in_vain,OK,OK,1,ضَيَعان,ضِيعان,DONE,,,
5352,DayafAn,,D.y.f,BACKOFF-1,1a2a3An,748,DayafAn,,noun,,m,,,MS||MD||FP,hosting,OK,OK,1,ضَيَفان,,DONE,,,
5353,dayaqAn,,d.y.q,BACKOFF-1,1a2a3An,748,dayaqAn,,noun,,m,,,MS||MD||FP,narrowness;anxiety;shortage;nut;hardship;toil;injury;damage,OK,OK,1,دَيَقان,,DONE,,,
5354,EababAn,,E.b.b,BACKOFF-1,1a2a3An,748,EababAn,,noun,,m,,,MS||MD||FP,drinking;quaffing,OK,OK,1,عَبَبان,,DONE,,,
5355,EadadAn,,E.d.d,BACKOFF-1,1a2a3An,748,EadadAn,,noun,,m,,,MS||MD||FP,counting;calculating,OK,OK,2,عَدَدان,,DONE,,,
5356,EaDaDAn,,E.D.D,BACKOFF-1,1a2a3An,748,EaDaDAn,,noun,,m,,,MS||MD||FP,biting,OK,OK,2,عَضَضان,,DONE,,,
5357,EadamAn,,E.d.m,BACKOFF-1,1a2a3An,748,EadamAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,عَدَمان,,DONE,,,
5358,EafafAn,,E.f.f,BACKOFF-1,1a2a3An,748,EafafAn,,noun,,m,,,MS||MD||FP,abstinence;integrity;chastity;modesty,OK,OK,1,عَفَفان,,DONE,,,
5359,EajajAn,,E.j.j,BACKOFF-1,1a2a3An,748,EajajAn,,noun,,m,,,MS||MD||FP,clamor;shouting,OK,OK,1,عَجَجان,,DONE,,,
5360,Eaka$An,,E.k.$,BACKOFF-1,1a2a3An,748,Eaka$An,,noun,,m,,,MS||MD||FP,seizure;restraint;imsak_(start_of_Ramadan_fast);abstention;constipation,OK,OK,1,عَكَشان,,DONE,,,
5361,EakafAn,,E.k.f,BACKOFF-1,1a2a3An,748,EakafAn,,noun,,m,,,MS||MD||FP,assiduousness;busily_engaged,OK,OK,1,عَكَفان,,DONE,,,
5362,EakakAn,,E.k.k,BACKOFF-1,1a2a3An,748,EakakAn,,noun,,m,,,MS||MD||FP,disorder;confusion;muddle;mess,OK,OK,1,عَكَكان,,DONE,,,
5363,EakamAn,,E.k.m,BACKOFF-1,1a2a3An,748,EakamAn,,noun,,m,,,MS||MD||FP,seizure;taking,OK,OK,1,عَكَمان,,DONE,,,
5364,EakasAn,,E.k.s,BACKOFF-1,1a2a3An,748,EakasAn,,noun,,m,,,MS||MD||FP,opposite;contrary;inversion,OK,OK,1,عَكَسان,,DONE,,,
5365,Eala$An,,E.l.$ E.l.$.n,BACKOFF_NO_GOLD_ROOT-2,1a2a3An,748,$An,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,عَلَشان,,CHECK,,,
5366,EalafAn,,E.l.f,BACKOFF-1,1a2a3An,748,EalafAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,عَلَفان,,DONE,,,
5367,EalalAn,,E.l.l,BACKOFF-1,1a2a3An,748,EalalAn,,noun,,m,,,MS||MD||FP,illness;weakness;defectiveness,OK,OK,1,عَلَلان,,DONE,,,
5368,EalaqAn,,E.l.q E.l.q.n,BACKOFF-2,1a2a3An,748,EalaqAn,,noun,,m,,,MS||MD||FP,connection;relationship,OK,OK,1,عَلَقان,,DONE,,,
5369,EamalAn,,E.m.l,BACKOFF-1,1a2a3An,748,EamalAn,,noun,,m,,,MS||MD||FP,work;action;actions;activities;handicraft;business;doings;activity,OK,OK,1,عَمَلان,,DONE,,,
5370,EamamAn,,E.m.m,BACKOFF-1,1a2a3An,748,EamamAn,,noun,,m,,,MS||MD||FP,generalization;diffusion;spreading,OK,OK,1,عَمَمان,,DONE,,,
5371,EamarAn,,E.m.r,LOOKUP_DEDIAC-1,1a2a3An,748,EamarAn,,noun,,m,,,MS||MD||FP,prosperity;development,OK,OK,1,عَمَران,عُمران,DONE,,,
5372,EamayAn,,E.m.y,LOOKUP_DEDIAC-1,1a2a3An,748,EamayAn,,noun,,m,,,MS||MD||FP,blindness,OK,OK,1,عَمَيان,عَميان,DONE,,,
5373,EaqadAn,,E.q.d,BACKOFF-1,1a2a3An,748,EaqadAn,,noun,,m,,,MS||MD||FP,holding;concluding;convening;contract;agreement;contracts;agreements;decade,OK,OK,1,عَقَدان,,DONE,,,
5374,EaqalAn,,E.q.l,BACKOFF-1,1a2a3An,748,EaqalAn,,noun,,m,,,MS||MD||FP,prudence;judiciousness,OK,OK,1,عَقَلان,,DONE,,,
5375,EararAn,,E.r.r,BACKOFF-1,1a2a3An,748,EararAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,عَرَران,,DONE,,,
5376,EasasAn,,E.s.s,BACKOFF-1,1a2a3An,748,EasasAn,,noun,,m,,,MS||MD||FP,night_patrol;nocturnal_rounds,OK,OK,1,عَسَسان,,DONE,,,
5377,EaSayAn,,E.S.y,LOOKUP_DEDIAC-1,1a2a3An,748,EaSayAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,عَصَيان,عِصيان,DONE,,,
5378,EataqAn,,E.t.q,BACKOFF-1,1a2a3An,748,EataqAn,,noun,,m,,,MS||MD||FP,grandeur;magnitude;bigness;aggrandize,OK,OK,1,عَتَقان,,DONE,,,
5379,EatarAn,,E.t.r,BACKOFF-1,1a2a3An,748,EatarAn,,noun,,m,,,MS||MD||FP,slow_pace,OK,OK,1,عَتَران,,DONE,,,
5380,EaTasAn,,E.T.s,BACKOFF-1,1a2a3An,748,EaTasAn,,noun,,m,,,MS||MD||FP,sneezing;make_sneeze,OK,OK,1,عَطَسان,,DONE,,,
5381,EatatAn,,E.t.t,BACKOFF-1,1a2a3An,748,EatatAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,2,عَتَتان,,DONE,,,
5382,EaTaTAn,,E.T.T,BACKOFF-1,1a2a3An,748,EaTaTAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,2,عَطَطان,,DONE,,,
5383,EawamAn,,E.w.m E.m.n,BACKOFF-2,1a2a3An,748,EawamAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,عَوَمان,,DONE,,,
5384,EawarAn,,E.w.r E.r.n,BACKOFF-2,1a2a3An,748,EawarAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,عَوَران,,DONE,,,
5385,EayafAn,,E.y.f,LOOKUP_DIAC-1,1a2a3An,748,EayafAn,,noun,,m,,,MS||MD||FP,loathing,OK,OK,1,عَيَفان,عَيَفان,DONE,,,
5386,fa$a$An,,f.$.$,BACKOFF-1,1a2a3An,748,fa$a$An,,noun,,m,,,MS||MD||FP,causing_to_subside;mitigation;causing_subside,OK,OK,1,فَشَشان,,DONE,,,
5387,fa$aqAn,,f.$.q,BACKOFF-1,1a2a3An,748,fa$aqAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَشَقان,,DONE,,,
5388,fa$ayAn,,f.$.y,BACKOFF-1,1a2a3An,748,fa$ayAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَشَيان,,DONE,,,
5389,fadagAn,,f.d.g,BACKOFF-1,1a2a3An,748,fadagAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَدَغان,,DONE,,,
5390,faDalAn,,f.D.l,BACKOFF-1,1a2a3An,748,faDalAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَضَلان,,DONE,,,
5391,faDayAn,,f.D.y,BACKOFF-1,1a2a3An,748,faDayAn,,noun,,m,,,MS||MD||FP,empty_space;vacuum;leisure;spare_time;emptiness;space;void;vacuity,OK,OK,1,فَضَيان,,DONE,,,
5392,faEalAn,,f.E.l,BACKOFF-1,1a2a3An,748,faEalAn,,noun,,m,,,MS||MD||FP,doing;act;action;actually;in_effect;(actually;in_effect);acts,OK,OK,1,فَعَلان,,DONE,,,
5393,faEaSAn,,f.E.S,BACKOFF-1,1a2a3An,748,faEaSAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَعَصان,,DONE,,,
5394,faHamAn,,f.H.m,BACKOFF-1,1a2a3An,748,faHamAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَحَمان,,DONE,,,
5395,fahaqAn,,f.h.q,BACKOFF-1,1a2a3An,748,fahaqAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَهَقان,,DONE,,,
5396,faHatAn,,f.H.t,BACKOFF-1,1a2a3An,748,faHatAn,,noun,,m,,,MS||MD||FP,hole;trench;excavation,OK,OK,1,فَحَتان,,DONE,,,
5397,fajaEAn,,f.j.E,LOOKUP_DEDIAC-1,1a2a3An,748,fajaEAn,,noun,,m,,,MS||MD||FP,gluttony,OK,OK,1,فَجَعان,فَجعان,DONE,,,
5398,fajajAn,,f.j.j,BACKOFF-1,1a2a3An,748,fajajAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَجَجان,,DONE,,,
5399,fakakAn,,f.k.k,BACKOFF-1,1a2a3An,748,fakakAn,,noun,,m,,,MS||MD||FP,escape;fleeing;absconding,OK,OK,1,فَكَكان,,DONE,,,
5400,falalAn,,f.l.l,BACKOFF-1,1a2a3An,748,falalAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَلَلان,,DONE,,,
5401,falaqAn,,f.l.q,BACKOFF-1,1a2a3An,748,falaqAn,,noun,,m,,,MS||MD||FP,cracking;splitting;dawn;crack;fissure;cracks;fissures;split,OK,OK,1,فَلَقان,,DONE,,,
5402,falatAn,,f.l.t,LOOKUP_DIAC-1,1a2a3An,748,falatAn,,noun,,m,,,MS||MD||FP,chaos;recklessness,OK,OK,2,فَلَتان,"فَلَتان, فَلتان, فُلتان",DONE,,,
5403,falaTAn,,f.l.T,BACKOFF-1,1a2a3An,748,falaTAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,2,فَلَطان,,DONE,,,
5404,fanaxAn,,f.n.x,BACKOFF-1,1a2a3An,748,fanaxAn,,noun,,m,,,MS||MD||FP,termination;completion,OK,OK,1,فَنَخان,,DONE,,,
5405,faqadAn,,f.q.d,LOOKUP_DEDIAC-1,1a2a3An,748,faqadAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَقَدان,"فِقدان, فُقدان",DONE,,,
5406,faqaEAn,,f.q.E,BACKOFF-1,1a2a3An,748,faqaEAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَقَعان,,DONE,,,
5407,faqarAn,,f.q.r,BACKOFF-1,1a2a3An,748,faqarAn,,noun,,m,,,MS||MD||FP,poverty;lack;shortage;destitution,OK,OK,1,فَقَران,,DONE,,,
5408,faqasAn,,f.q.s,BACKOFF-1,1a2a3An,748,faqasAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَقَسان,,DONE,,,
5409,faradAn,,f.r.d,LOOKUP_DEDIAC-1,1a2a3An,748,faradAn,,noun,,m,,,MS||MD||FP,individual;unit;individually;separately;one_item_(of_a_pair);individuals;one_at_a_time;pistol,OK,OK,1,فَرَدان,فَردان,DONE,,,
5410,faragAn,,f.r.g,BACKOFF-1,1a2a3An,748,faragAn,,noun,,m,,,MS||MD||FP,empty_space;vacuum;leisure;spare_time;emptiness;space;void;vacuity,OK,OK,1,فَرَغان,,DONE,,,
5411,farajAn,,f.r.j f.r.j.n,BACKOFF-2,1a2a3An,748,farajAn,,noun,,m,,,MS||MD||FP,joy;comfort;faraj,OK,OK,1,فَرَجان,,DONE,,,
5412,faraTAn,,f.r.T,BACKOFF-1,1a2a3An,748,faraTAn,,noun,,m,,,MS||MD||FP,excess;hyper-;loose;in_bulk;partially;lose,OK,OK,1,فَرَطان,,DONE,,,
5413,fasadAn,,f.s.d,BACKOFF-1,1a2a3An,748,fasadAn,,noun,,m,,,MS||MD||FP,corruption;deterioration;decomposition;mould;mildew;rottenness;decay;putridness,OK,OK,2,فَسَدان,,DONE,,,
5414,faSadAn,,f.S.d,BACKOFF-1,1a2a3An,748,faSadAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,2,فَصَدان,,DONE,,,
5415,fasaHAn,,f.s.H,BACKOFF-1,1a2a3An,748,fasaHAn,,noun,,m,,,MS||MD||FP,roominess;ample_opportunity;wide_space;rominess;stroll;outing;recess,OK,OK,1,فَسَحان,,DONE,,,
5416,faSalAn,,f.S.l,BACKOFF-1,1a2a3An,748,faSalAn,,noun,,m,,,MS||MD||FP,discharge;dismissal;detaching;separating;cutting_off;section;chapter;season,OK,OK,1,فَصَلان,,DONE,,,
5417,fasasAn,,f.s.s,BACKOFF-1,1a2a3An,748,fasasAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَسَسان,,DONE,,,
5418,fasaxAn,,f.s.x,BACKOFF-1,1a2a3An,748,fasaxAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَسَخان,,DONE,,,
5419,fasayAn,,f.s.y,BACKOFF-1,1a2a3An,748,fasayAn,,noun,,m,,,MS||MD||FP,silent_farting,OK,OK,1,فَسَيان,,DONE,,,
5420,fata$An,,f.t.$,BACKOFF-1,1a2a3An,748,fata$An,,noun,,m,,,MS||MD||FP,exposition;illustration,OK,OK,1,فَتَشان,,DONE,,,
5421,fataHAn,,f.t.H,BACKOFF-1,1a2a3An,748,fataHAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَتَحان,,DONE,,,
5422,fatakAn,,f.t.k,BACKOFF-1,1a2a3An,748,fatakAn,,noun,,m,,,MS||MD||FP,destruction;annihilation;eradication,OK,OK,1,فَتَكان,,DONE,,,
5423,fatalAn,,f.t.l,BACKOFF-1,1a2a3An,748,fatalAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَتَلان,,DONE,,,
5424,faTamAn,,f.T.m,BACKOFF-1,1a2a3An,748,faTamAn,,noun,,m,,,MS||MD||FP,weaning;ablactation,OK,OK,1,فَطَمان,,DONE,,,
5425,faTarAn,,f.T.r,BACKOFF-1,1a2a3An,748,faTarAn,,noun,,m,,,MS||MD||FP,breaking_the_fast;breaking_of_the_ramadan_fast;meal_eaten_at_sunset;breakfast,OK,OK,1,فَطَران,,DONE,,,
5426,faTasAn,,f.T.s,BACKOFF-1,1a2a3An,748,faTasAn,,noun,,m,,,MS||MD||FP,sultriness,OK,OK,1,فَطَسان,,DONE,,,
5427,fatatAn,,f.t.t,BACKOFF-1,1a2a3An,748,fatatAn,,noun,,m,,,MS||MD||FP,partitioning;dismemberment,OK,OK,2,فَتَتان,,DONE,,,
5428,faTaTAn,,f.T.T,BACKOFF-1,1a2a3An,748,faTaTAn,,noun,,m,,,MS||MD||FP,escape;fleeing;absconding,OK,OK,2,فَطَطان,,DONE,,,
5429,fawaHAn,,f.w.H,LOOKUP_DIAC-1,1a2a3An,748,fawaHAn,,noun,,m,,,MS||MD||FP,emanation;exhalation,OK,OK,1,فَوَحان,فَوَحان,DONE,,,
5430,fawaqAn,,f.w.q,BACKOFF-1,1a2a3An,748,fawaqAn,,noun,,m,,,MS||MD||FP,recovery;convalescence,OK,OK,1,فَوَقان,,DONE,,,
5431,fawarAn,,f.w.r,LOOKUP_DIAC-1,1a2a3An,748,fawarAn,,noun,,m,,,MS||MD||FP,flare-up;fit_of_anger,OK,OK,1,فَوَران,فَوَران,DONE,,,
5432,faxasAn,,f.x.s,BACKOFF-1,1a2a3An,748,faxasAn,,noun,,m,,,MS||MD||FP,hiding;concealment,OK,OK,1,فَخَسان,,DONE,,,
5433,faxatAn,,f.x.t,BACKOFF-1,1a2a3An,748,faxatAn,,noun,,m,,,MS||MD||FP,perforation;piercing,OK,OK,1,فَخَتان,,DONE,,,
5434,fayaEAn,,f.y.E,BACKOFF-1,1a2a3An,748,fayaEAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,فَيَعان,,DONE,,,
5435,fazarAn,,f.z.r,BACKOFF-1,1a2a3An,748,fazarAn,,noun,,m,,,MS||MD||FP,promotion;advancement,OK,OK,1,فَزَران,,DONE,,,
5436,fazazAn,,f.z.z,BACKOFF-1,1a2a3An,748,fazazAn,,noun,,m,,,MS||MD||FP,promotion;advancement,OK,OK,1,فَزَزان,,DONE,,,
5437,ga$a$An,,g.$.$,BACKOFF-1,1a2a3An,748,ga$a$An,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَشَشان,,DONE,,,
5438,ga$ayAn,,g.$.y,LOOKUP_DIAC-1,1a2a3An,748,ga$ayAn,,noun,,m,,,MS||MD||FP,fainting;unconsciousness,OK,OK,1,غَشَيان,غَشَيان,DONE,,,
5439,gafalAn,,g.f.l,LOOKUP_DEDIAC-1,1a2a3An,748,gafalAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَفَلان,غَفلان,DONE,,,
5440,galabAn,,g.l.b,BACKOFF-1,1a2a3An,748,galabAn,,noun,,m,,,MS||MD||FP,strife;struggle,OK,OK,1,غَلَبان,,DONE,,,
5441,galayAn,,g.l.y,LOOKUP_DIAC-1,1a2a3An,748,galayAn,,noun,,m,,,MS||MD||FP,boiling,OK,OK,1,غَلَيان,غَلَيان,DONE,,,
5442,gamaDAn,,g.m.D,BACKOFF-1,1a2a3An,748,gamaDAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَمَضان,,DONE,,,
5443,gamamAn,,g.m.m,BACKOFF-1,1a2a3An,748,gamamAn,,noun,,m,,,MS||MD||FP,affliction;distress,OK,OK,1,غَمَمان,,DONE,,,
5444,gamaqAn,,g.m.q,BACKOFF-1,1a2a3An,748,gamaqAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَمَقان,,DONE,,,
5445,gamarAn,,g.m.r,BACKOFF-1,1a2a3An,748,gamarAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَمَران,,DONE,,,
5446,ganayAn,,g.n.y,BACKOFF-1,1a2a3An,748,ganayAn,,noun,,m,,,MS||MD||FP,wealth;rich;abundance;richness,OK,OK,1,غَنَيان,,DONE,,,
5447,garabAn,,g.r.b,BACKOFF-1,1a2a3An,748,garabAn,,noun,,m,,,MS||MD||FP,setting;sinking,OK,OK,1,غَرَبان,,DONE,,,
5448,gararAn,,g.r.r,BACKOFF-1,1a2a3An,748,gararAn,,noun,,m,,,MS||MD||FP,deception;delusion;vanity;conceit;arrogance,OK,OK,1,غَرَران,,DONE,,,
5449,garazAn,,g.r.z,BACKOFF-1,1a2a3An,748,garazAn,,noun,,m,,,MS||MD||FP,insertion;implantation;stick;prick;stirrup;stirrups;inserting,OK,OK,1,غَرَزان,,DONE,,,
5450,gaTaTAn,,g.T.T,BACKOFF-1,1a2a3An,748,gaTaTAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَطَطان,,DONE,,,
5451,gawaSAn,,g.w.S g.S.n,BACKOFF-2,1a2a3An,748,gawaSAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَوَصان,,DONE,,,
5452,gawayAn,,g.w.y g.y.n,BACKOFF-2,1a2a3An,748,gawayAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَوَيان,,DONE,,,
5453,gayarAn,,g.y.r,LOOKUP_DEDIAC-1,1a2a3An,748,gayarAn,,noun,,m,,,MS||MD||FP,jealousy;zeal,OK,OK,1,غَيَران,غَيران,DONE,,,
5454,gayavAn,,g.y.v,BACKOFF-1,1a2a3An,748,gayavAn,,noun,,m,,,MS||MD||FP,rain,OK,OK,1,غَيَثان,,DONE,,,
5455,gayaZAn,,g.y.Z,BACKOFF-1,1a2a3An,748,gayaZAn,,noun,,m,,,MS||MD||FP,anger;wrath;rage;resentment;irritation;annoyance;frustration,OK,OK,1,غَيَظان,,DONE,,,
5456,gazalAn,,g.z.l g.z.l.n,BACKOFF-2,1a2a3An,748,gazalAn,,noun,,m,,,MS||MD||FP,spinning;spun_thread;yarn;flirtation;dalliance;flirting;love_poetry,OK,OK,1,غَزَلان,,DONE,,,
5457,gazazAn,,g.z.z,BACKOFF-1,1a2a3An,748,gazazAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,غَزَزان,,DONE,,,
5458,ha$a$An,,h.$.$,BACKOFF-1,1a2a3An,748,ha$a$An,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,هَشَشان,,DONE,,,
5459,Ha$amAn,,H.$.m,BACKOFF-1,1a2a3An,748,Ha$amAn,,noun,,m,,,MS||MD||FP,shyness;timidity;protection;security;integrity;reserve;demureness;decency,OK,OK,1,حَشَمان,,DONE,,,
5460,HabakAn,,H.b.k,BACKOFF-1,1a2a3An,748,HabakAn,,noun,,m,,,MS||MD||FP,weaving;fasten;twine;tightening,OK,OK,1,حَبَكان,,DONE,,,
5461,habalAn,,h.b.l,BACKOFF-1,1a2a3An,748,habalAn,,noun,,m,,,MS||MD||FP,stupidity;idiocy,OK,OK,1,هَبَلان,,DONE,,,
5462,habarAn,,h.b.r,BACKOFF-1,1a2a3An,748,habarAn,,noun,,m,,,MS||MD||FP,mangling;carving;boned_meat;pocket,OK,OK,1,هَبَران,,DONE,,,
5463,HabasAn,,H.b.s,BACKOFF-1,1a2a3An,748,HabasAn,,noun,,m,,,MS||MD||FP,confinement;custody;prison;withholding,OK,OK,1,حَبَسان,,DONE,,,
5464,habaTAn,,h.b.T,BACKOFF-1,1a2a3An,748,habaTAn,,noun,,m,,,MS||MD||FP,landing;descent;drop;fall;downfall;decline;railway_crossing;decrease,OK,OK,1,هَبَطان,,DONE,,,
5465,habayAn,,h.b.y,BACKOFF-1,1a2a3An,748,habayAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,هَبَيان,,DONE,,,
5466,HadadAn,,H.d.d,BACKOFF-1,1a2a3An,748,HadadAn,,noun,,m,,,MS||MD||FP,delimitation;specification;definition;specifically;face;front;faces;side,OK,OK,2,حَدَدان,,DONE,,,
5467,hadadAn,,h.d.d,BACKOFF-1,1a2a3An,748,hadadAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,2,هَدَدان,,DONE,,,
5468,HadafAn,,H.d.f,BACKOFF-1,1a2a3An,748,HadafAn,,noun,,m,,,MS||MD||FP,deviation;deflection;corruption;tangency,OK,OK,1,حَدَفان,,DONE,,,
5469,hadalAn,,h.d.l,BACKOFF-1,1a2a3An,748,hadalAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,هَدَلان,,DONE,,,
5470,hadamAn,,h.d.m,BACKOFF-1,1a2a3An,748,hadamAn,,noun,,m,,,MS||MD||FP,demolition;razing,OK,OK,1,هَدَمان,,DONE,,,
5471,HafafAn,,H.f.f,BACKOFF-1,1a2a3An,748,HafafAn,,noun,,m,,,MS||MD||FP,abrading,OK,OK,2,حَفَفان,,DONE,,,
5472,hafafAn,,h.f.f,BACKOFF-1,1a2a3An,748,hafafAn,,noun,,m,,,MS||MD||FP,thinness;delicateness;amiability;god-breeding;refinement;politeness;gentleness;delicacy,OK,OK,2,هَفَفان,,DONE,,,
5473,hafatAn,,h.f.t,LOOKUP_DEDIAC-1,1a2a3An,748,hafatAn,,noun,,m,,,MS||MD||FP,emaciation;tuberculous;having_physis;skinny;scraggy;emaciated;wasted;tubercular,OK,OK,1,هَفَتان,هَفتان,DONE,,,
5474,HafayAn,,H.f.y,BACKOFF-1,1a2a3An,748,HafayAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,1,حَفَيان,,DONE,,,
5475,HafazAn,,H.f.z,BACKOFF-1,1a2a3An,748,HafazAn,,noun,,m,,,MS||MD||FP,getting_ready;incentives;breaks;cuts_(tax),OK,OK,1,حَفَزان,,DONE,,,
5476,fayaDAn,,f.y.D,LOOKUP_DIAC-1,1a2a3An,748,fayaDAn,,noun,,m,,,MS||MD||FP,flood;deluge,OK,OK,2,فَيَضان,فَيَضان,QC-DONE,,,
5477,HajabAn,,H.j.b,BACKOFF-1,1a2a3An,748,HajabAn,,noun,,m,,,MS||MD||FP,hiding;disguising;seclusion;concealing;veil;cover_with_a_veil,OK,OK,1,حَجَبان,,DONE,,,
5478,hajaEAn,,h.j.E,BACKOFF-1,1a2a3An,748,hajaEAn,,noun,,m,,,MS||MD||FP,sleep;calming_down;remission;appeasing,OK,OK,1,هَجَعان,,DONE,,,
5479,hajajAn,,h.j.j,BACKOFF-1,1a2a3An,748,hajajAn,,noun,,m,,,MS||MD||FP,escape;evasion;desertion;defection;slippery,OK,OK,1,هَجَجان,,DONE,,,
5480,HajalAn,,H.j.l,LOOKUP_DIAC-1,1a2a3An,748,HajalAn,,noun,,m,,,MS||MD||FP,leaping;skipping,OK,OK,1,حَجَلان,حَجَلان,DONE,,,
5481,hajamAn,,h.j.m,BACKOFF-1,1a2a3An,748,hajamAn,,noun,,m,,,MS||MD||FP,attack;charge;assault;fault;offense;misdeed;misdeeds;offenses,OK,OK,1,هَجَمان,,DONE,,,
5482,HakakAn,,H.k.k,BACKOFF-1,1a2a3An,748,HakakAn,,noun,,m,,,MS||MD||FP,a_rubbing;a_scraping;a_grinding;scabies;mind;attention;whale;care,OK,OK,1,حَكَكان,,DONE,,,
5483,halakAn,,h.l.k,BACKOFF-1,1a2a3An,748,halakAn,,noun,,m,,,MS||MD||FP,disaster;total_loss,OK,OK,1,هَلَكان,,DONE,,,
5484,HalalAn,,H.l.l,BACKOFF-1,1a2a3An,748,HalalAn,,noun,,m,,,MS||MD||FP,advent;beginning;start;arrival,OK,OK,2,حَلَلان,,DONE,,,
5485,halalAn,,h.l.l,BACKOFF-1,1a2a3An,748,halalAn,,noun,,m,,,MS||MD||FP,appearance;emergence,OK,OK,2,هَلَلان,,DONE,,,
5486,HalayAn,,H.l.y H.l.y.n,BACKOFF-2,1a2a3An,748,HalayAn,,noun,,m,,,MS||MD||FP,sweetness;candies;beauty;hala;sweeten;adorn;furnish;be_sweetened,OK,OK,1,حَلَيان,,DONE,,,
5487,hama$An,,h.m.$,BACKOFF-1,1a2a3An,748,hama$An,,noun,,m,,,MS||MD||FP,sidelining;marginalizing;excluding,OK,OK,1,هَمَشان,,DONE,,,
5488,HamaDAn,,H.m.D,BACKOFF-1,1a2a3An,748,HamaDAn,,noun,,m,,,MS||MD||FP,sourness;acidity;heart_burn;spoilage;bitterness;tartness,OK,OK,2,حَمَضان,,DONE,,,
5489,hamadAn,,h.m.d,BACKOFF-1,1a2a3An,748,hamadAn,,noun,,m,,,MS||MD||FP,TBA,OK,OK,2,هَمَدان,,DONE,,,
5490,hamamAn,,h.m.m,BACKOFF-1,1a2a3An,748,hamamAn,,noun,,m,,,MS||MD||FP,concern;interest;concerns;interests;worry;grumbling;discontented;disturbance,OK,OK,1,هَمَمان,,DONE,,,
5491,HamayAn,,H.m.y,BACKOFF-1,1a2a3An,748,HamayAn,,noun,,m,,,MS||MD||FP,heat;warmth;fever,OK,OK,1,حَمَيان,,DONE,,,
5492,HanayAn,,H.n.y,BACKOFF-1,1a2a3An,748,HanayAn,,noun,,m,,,MS||MD||FP,bend;curve;curvature;bow;stop;turn;turning,OK,OK,1,حَنَيان,,DONE,,,
