LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
345	OK-ONE	1	NOM.FP.CA.E0	|xar	أُخْرَياتِهِ	>uxorayAtihi	10			None	[>uxor]	>uxor/ADJ+ay/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_ACC+hu/POSS_PRON_3MS	other;another;additional	[#aY-Ap-y]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^i+FP+POSS_PRON+enc0]_[CT:#^i||#^ay||#^iy+#aY-Ap-y+MD||FP]_[CF:!#^i+#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:f num:p cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
346	OK-ONE	1	NOM.MS.DN.P0	>awolaY	الأَوْلَى	Al>awolaY	59			None	[>awol]	Al/DET+>awol/ADJ+aY/STEM+(null)/CASE_DEF_NOM	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DN]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	1
347	OK-ONE	1	NOM.MS.DG.P0	>awolaY	الأَوْلَى	Al>awolaY	59			None	[>awol]	Al/DET+>awol/ADJ+aY/STEM+(null)/CASE_DEF_GEN	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DG]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	0
348	OK-ONE	1	NOM.MS.DA.P0	>awolaY	الأَوْلَى	Al>awolaY	59			None	[>awol]	Al/DET+>awol/ADJ+aY/STEM+(null)/CASE_DEF_ACC	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DA]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	1
349	OK-ONE	1	NOM.MS.IN	>awolaY	أَوْلَىً	>awolaYF	59			None	[>awol]	>awol/ADJ+aY/STEM+F/CASE_INDEF_NOM	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IN]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MS]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#aA||Mono+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
350	OK-ONE	1	NOM.MS.IG	>awolaY	أَوْلَىً	>awolaYF	59			None	[>awol]	>awol/ADJ+aY/STEM+F/CASE_INDEF_GEN	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IG]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MS]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#aA||Mono+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
351	OK-ONE	1	NOM.MS.IA	>awolaY	أَوْلَىً	>awolaYF	59			None	[>awol]	>awol/ADJ+aY/STEM+F/CASE_INDEF_ACC	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IA]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MS]_[CF:#A'+#A'-w+#A'@w+#A'||#A'-w||#a>+#A}iy+#a>+#aA+#aA-Ap-w+#aA||Mono+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
352	OK-ONE	1	NOM.MS.CN	>awolaY	أَوْلَى	>awolaY	59			None	[>awol]	>awol/ADJ+aY/STEM+(null)/CASE_DEF_NOM	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CN.Pron]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
353	OK-ONE	1	NOM.MS.CG	>awolaY	أَوْلَى	>awolaY	59			None	[>awol]	>awol/ADJ+aY/STEM+(null)/CASE_DEF_GEN	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CG.Pron]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
354	OK-ONE	1	NOM.MS.CA	>awolaY	أَوْلَى	>awolaY	59			None	[>awol]	>awol/ADJ+aY/STEM+(null)/CASE_DEF_ACC	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CA.Pron]_[CS:MS]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP+enc0+enc0]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
355	OK-ZERO-E0-DEFINITE	0	NOM.MS.DN.P0.E0	>awolaY			59			None	[>awol]			[#aY-Ap-y]	[MS]					FSE0 PS0 PP0	0
356	OK-ZERO-E0-DEFINITE	0	NOM.MS.DG.P0.E0	>awolaY			59			None	[>awol]			[#aY-Ap-y]	[MS]					FSE0 PS0 PP0	1
357	OK-ZERO-E0-DEFINITE	0	NOM.MS.DA.P0.E0	>awolaY			59			None	[>awol]			[#aY-Ap-y]	[MS]					FSE0 PS0 PP0	0
358	OK-ONE	1	NOM.MS.CN.E0	>awolaY	أَوْلاهُ	>awolAhu	59			None	[>awol]	>awol/ADJ+A/STEM+(null)/CASE_DEF_NOM+hu/POSS_PRON_3MS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CN.Pron]_[CS:MS+POSS_PRON+enc0]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS+enc0]_[CF:!enc0+#A'+#A'-w+#A'@w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP]	pos:adj gen:m num:s cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
359	OK-ONE	1	NOM.MS.CG.E0	>awolaY	أَوْلاهُ	>awolAhu	59			None	[>awol]	>awol/ADJ+A/STEM+(null)/CASE_DEF_GEN+hu/POSS_PRON_3MS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CG.Pron]_[CS:MS+POSS_PRON+enc0]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS+enc0]_[CF:!enc0+#A'+#A'-w+#A'@w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#iy+#iy||#A}iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP]	pos:adj gen:m num:s cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
360	OK-ONE	1	NOM.MS.CA.E0	>awolaY	أَوْلاهُ	>awolAhu	59			None	[>awol]	>awol/ADJ+A/STEM+(null)/CASE_DEF_ACC+hu/POSS_PRON_3MS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CA.Pron]_[CS:MS+POSS_PRON+enc0]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w||#aA||Mono+MS+enc0]_[CF:!enc0+#A'+#A'-w+#A'@w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MP]	pos:adj gen:m num:s cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
361	OK-ONE	1	NOM.MD.DN.P0	>awolaY	الأَوْلَيانِ	Al>awolayAni	52			None	[>awol]	Al/DET+>awol/ADJ+ay/STEM+Ani/NSUFF_MASC_DU_NOM	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DN]_[CS:A-suff+MD]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:adj gen:m num:d cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	0
362	OK-ONE	1	NOM.MD.DG.P0	>awolaY	الأَوْلَيَيْنِ	Al>awolayayoni	52			None	[>awol]	Al/DET+>awol/ADJ+ay/STEM+ayoni/NSUFF_MASC_DU_GEN	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DG]_[CS:MD+y-suff]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:adj gen:m num:d cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	1
363	OK-ONE	1	NOM.MD.DA.P0	>awolaY	الأَوْلَيَيْنِ	Al>awolayayoni	52			None	[>awol]	Al/DET+>awol/ADJ+ay/STEM+ayoni/NSUFF_MASC_DU_ACC	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DA]_[CS:MD+y-suff]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:adj gen:m num:d cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	0
364	OK-ONE	1	NOM.MD.IN	>awolaY	أَوْلَيانِ	>awolayAni	52			None	[>awol]	>awol/ADJ+ay/STEM+Ani/NSUFF_MASC_DU_NOM	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IN]_[CS:A-suff+MD]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:adj gen:m num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
365	OK-ONE	1	NOM.MD.IG	>awolaY	أَوْلَيَيْنِ	>awolayayoni	52			None	[>awol]	>awol/ADJ+ay/STEM+ayoni/NSUFF_MASC_DU_GEN	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IG]_[CS:MD+y-suff]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:adj gen:m num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
366	OK-ONE	1	NOM.MD.IA	>awolaY	أَوْلَيَيْنِ	>awolayayoni	52			None	[>awol]	>awol/ADJ+ay/STEM+ayoni/NSUFF_MASC_DU_ACC	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IA]_[CS:MD+y-suff]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:adj gen:m num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
367	OK-ONE	1	NOM.MD.CN	>awolaY	أَوْلَيا	>awolayA	52			None	[>awol]	>awol/ADJ+ay/STEM+A/NSUFF_MASC_DU_NOM_POSS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CN.Pron]_[CS:#^A+MD]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:adj gen:m num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
368	OK-ONE	1	NOM.MD.CG	>awolaY	أَوْلَيَيْ	>awolayayo	52			None	[>awol]	>awol/ADJ+ay/STEM+ayo/NSUFF_MASC_DU_GEN_POSS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CG.Pron]_[CS:#^ay+MD]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:m num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
369	OK-ONE	1	NOM.MD.CA	>awolaY	أَوْلَيَيْ	>awolayayo	52			None	[>awol]	>awol/ADJ+ay/STEM+ayo/NSUFF_MASC_DU_ACC_POSS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CA.Pron]_[CS:#^ay+MD]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:m num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
370	OK-ZERO-E0-DEFINITE	0	NOM.MD.DN.P0.E0	>awolaY			52			None	[>awol]			[#aY-Ap-y]	[MD]					FSE0 PS0 PP0	1
371	OK-ZERO-E0-DEFINITE	0	NOM.MD.DG.P0.E0	>awolaY			52			None	[>awol]			[#aY-Ap-y]	[MD]					FSE0 PS0 PP0	0
372	OK-ZERO-E0-DEFINITE	0	NOM.MD.DA.P0.E0	>awolaY			52			None	[>awol]			[#aY-Ap-y]	[MD]					FSE0 PS0 PP0	1
373	OK-ONE	1	NOM.MD.CN.E0	>awolaY	أَوْلَياهُ	>awolayAhu	52			None	[>awol]	>awol/ADJ+ay/STEM+A/NSUFF_MASC_DU_NOM_POSS+hu/POSS_PRON_3MS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CN.Pron]_[CS:#^A+MD+POSS_PRON+enc0]_[CT:#aY-Ap-y+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:adj gen:m num:d cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
374	OK-ONE	1	NOM.MD.CG.E0	>awolaY	أَوْلَيَيْهِ	>awolayayohi	52			None	[>awol]	>awol/ADJ+ay/STEM+ayo/NSUFF_MASC_DU_GEN_POSS+hu/POSS_PRON_3MS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CG.Pron]_[CS:#^ay+MD+POSS_PRON+enc0]_[CT:#^i||#^ay||#^iy+#aY-Ap-y+MD||FP]_[CF:!#^i+#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:m num:d cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
375	OK-ONE	1	NOM.MD.CA.E0	>awolaY	أَوْلَيَيْهِ	>awolayayohi	52			None	[>awol]	>awol/ADJ+ay/STEM+ayo/NSUFF_MASC_DU_ACC_POSS+hu/POSS_PRON_3MS	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[CA.Pron]_[CS:#^ay+MD+POSS_PRON+enc0]_[CT:#^i||#^ay||#^iy+#aY-Ap-y+MD||FP]_[CF:!#^i+#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:adj gen:m num:d cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
376	OK-ONE	1	NOM.MP.DN.P0	>awolaY	الأَوْلَوْنَ	Al>awolawona	50			None	[>awol]	Al/DET+>awol/ADJ+awona/NSUFF_MASC_PL_NOM	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MP]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DN]_[CS:MP]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS]	pos:adj gen:m num:p cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	1
377	OK-ONE	1	NOM.MP.DG.P0	>awolaY	الأَوْلَيْنَ	Al>awolayona	50			None	[>awol]	Al/DET+>awol/ADJ+ayona/NSUFF_MASC_PL_GEN	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MP]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DG]_[CS:MP]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS]	pos:adj gen:m num:p cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	0
378	OK-ONE	1	NOM.MP.DA.P0	>awolaY	الأَوْلَيْنَ	Al>awolayona	50			None	[>awol]	Al/DET+>awol/ADJ+ayona/NSUFF_MASC_PL_ACC	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MP]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[DA]_[CS:MP]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS]	pos:adj gen:m num:p cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0	1
379	OK-ONE	1	NOM.MP.IN	>awolaY	أَوْلَوْنَ	>awolawona	50			None	[>awol]	>awol/ADJ+awona/NSUFF_MASC_PL_NOM	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IN]_[CS:MP]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS]	pos:adj gen:m num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
380	OK-ONE	1	NOM.MP.IG	>awolaY	أَوْلَيْنَ	>awolayona	50			None	[>awol]	>awol/ADJ+ayona/NSUFF_MASC_PL_GEN	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IG]_[CS:MP]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS]	pos:adj gen:m num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	1
381	OK-ONE	1	NOM.MP.IA	>awolaY	أَوْلَيْنَ	>awolayona	50			None	[>awol]	>awol/ADJ+ayona/NSUFF_MASC_PL_ACC	most_appropriate/suitable/deserving	[#aY-Ap-y]	[MP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aY-Ap-y]_[CT:MS||MD||MP]_[CF:-]	S:[IA]_[CS:MP]_[CT:#aY-Ap-y+#aY-Ap-y||#aA-Ap-w+MP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-w+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MD||FP+MS]	pos:adj gen:m num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK PS0 PP0 FSE0	0
