LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
581	CHECK-GT-ONE	2	NOM.FP.IG	>abotar	بَتْراواتٍ	batorAwAtK	3			None	[batorA]	batorA/ADJ+w/STEM+At/NSUFF_FEM_PL+K/CASE_INDEF_GEN	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[IG]_[CS:FP]_[CT:#A'-w+MD||FP]_[CF:#A'+#a>+FS||FD+MP]	pos:adj gen:f num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
582	CHECK-GT-ONE	2	NOM.FP.IA	>abotar	بَتْراواتٍ	batorAwAtK	3			None	[batorA]	batorA/ADJ+w/STEM+At/NSUFF_FEM_PL+K/CASE_INDEF_ACC	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[IA]_[CS:FP]_[CT:#A'-w+MD||FP]_[CF:#A'+#a>+FS||FD+MP]	pos:adj gen:f num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	0
583	CHECK-GT-ONE	2	NOM.FP.IA	>abotar	بَتْرااتٍ	batorAAtK	3			None	[batorA]	batorA/ADJ+At/NSUFF_FEM_PL+K/CASE_INDEF_ACC	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[IA]_[CS:FP]_[CT:-]_[CF:#a>]	pos:adj gen:f num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	0
584	CHECK-GT-ONE	2	NOM.FP.CN	>abotar	بَتْرااتُ	batorAAtu	3			None	[batorA]	batorA/ADJ+At/NSUFF_FEM_PL+u/CASE_DEF_NOM	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CN.Pron]_[CS:FP]_[CT:-]_[CF:#a>+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:f num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
585	CHECK-GT-ONE	2	NOM.FP.CN	>abotar	بَتْراواتُ	batorAwAtu	3			None	[batorA]	batorA/ADJ+w/STEM+At/NSUFF_FEM_PL+u/CASE_DEF_NOM	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CN.Pron]_[CS:FP]_[CT:#A'-w+MD||FP]_[CF:#A'+#a>+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD+MP]	pos:adj gen:f num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
586	CHECK-GT-ONE	2	NOM.FP.CG	>abotar	بَتْراواتِ	batorAwAti	3			None	[batorA]	batorA/ADJ+w/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_GEN	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CG.Pron]_[CS:C:i#+FP]_[CT:#A'-w+MD||FP]_[CF:#A'+#a>+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD+MP]	pos:adj gen:f num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	0
587	CHECK-GT-ONE	2	NOM.FP.CG	>abotar	بَتْرااتِ	batorAAti	3			None	[batorA]	batorA/ADJ+At/NSUFF_FEM_PL+i/CASE_DEF_GEN	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CG.Pron]_[CS:C:i#+FP]_[CT:-]_[CF:#a>+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:f num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	0
588	CHECK-GT-ONE	2	NOM.FP.CA	>abotar	بَتْراواتِ	batorAwAti	3			None	[batorA]	batorA/ADJ+w/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_ACC	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:C:i#+FP]_[CT:#A'-w+MD||FP]_[CF:#A'+#a>+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD+MP]	pos:adj gen:f num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
589	CHECK-GT-ONE	2	NOM.FP.CA	>abotar	بَتْرااتِ	batorAAti	3			None	[batorA]	batorA/ADJ+At/NSUFF_FEM_PL+i/CASE_DEF_ACC	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:C:i#+FP]_[CT:-]_[CF:#a>+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:f num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
590	OK-ZERO-E0-DEFINITE	0	NOM.FP.DN.E0	>abotar			3			None	[batorA]			[#A'-w #dip]	[FP]					FSE0 M0 XPos0 PS0	0
591	OK-ZERO-E0-DEFINITE	0	NOM.FP.DG.E0	>abotar			3			None	[batorA]			[#A'-w #dip]	[FP]					FSE0 M0 XPos0 PS0	1
592	OK-ZERO-E0-DEFINITE	0	NOM.FP.DA.E0	>abotar			3			None	[batorA]			[#A'-w #dip]	[FP]					FSE0 M0 XPos0 PS0	0
593	CHECK-GT-ONE	2	NOM.FP.CN.E0	>abotar	بَتْرااتُهُ	batorAAtuhu	3			None	[batorA]	batorA/ADJ+At/NSUFF_FEM_PL+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CN.Pron]_[CS:C:POSS_PRON+FP]_[CT:-]_[CF:#a>+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#]	pos:adj gen:f num:p cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
594	CHECK-GT-ONE	2	NOM.FP.CN.E0	>abotar	بَتْراواتُهُ	batorAwAtuhu	3			None	[batorA]	batorA/ADJ+w/STEM+At/NSUFF_FEM_PL+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CN.Pron]_[CS:C:POSS_PRON+FP]_[CT:#A'-w+MD||FP]_[CF:#A'+#a>+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#+FS||FD+MP]	pos:adj gen:f num:p cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
595	CHECK-GT-ONE	2	NOM.FP.CG.E0	>abotar	بَتْراواتِهِ	batorAwAtihi	3			None	[batorA]	batorA/ADJ+w/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CG.Pron]_[CS:C:POSS_PRON+C:i#+FP]_[CT:#A'-w+C:i#||C:ay#||C:iy#+MD||FP]_[CF:!C:i#+#A'+#a>+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD+MP]	pos:adj gen:f num:p cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	0
596	CHECK-GT-ONE	2	NOM.FP.CG.E0	>abotar	بَتْرااتِهِ	batorAAtihi	3			None	[batorA]	batorA/ADJ+At/NSUFF_FEM_PL+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CG.Pron]_[CS:C:POSS_PRON+C:i#+FP]_[CT:C:i#||C:ay#||C:iy#]_[CF:!C:i#+#a>+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:f num:p cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	0
597	CHECK-GT-ONE	2	NOM.FP.CA.E0	>abotar	بَتْرااتِهِ	batorAAtihi	3			None	[batorA]	batorA/ADJ+At/NSUFF_FEM_PL+i/CASE_DEF_ACC+hu/POSS_PRON_3MS	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:C:POSS_PRON+C:i#+FP]_[CT:C:i#||C:ay#||C:iy#]_[CF:!C:i#+#a>+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:f num:p cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
598	CHECK-GT-ONE	2	NOM.FP.CA.E0	>abotar	بَتْراواتِهِ	batorAwAtihi	3			None	[batorA]	batorA/ADJ+w/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_ACC+hu/POSS_PRON_3MS	amputee;defective	[#A'-w #dip]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#A'-w+#dip]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:C:POSS_PRON+C:i#+FP]_[CT:#A'-w+C:i#||C:ay#||C:iy#+MD||FP]_[CF:!C:i#+#A'+#a>+C:POSSPRON-iy+C:POSS_PRON-iy+FS||FD+MP]	pos:adj gen:f num:p cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	M0 OK XPos0 FSE0 PS0	1
599	CHECK-GT-ONE	2	NOM.MS.DN	>adona>	أَدْنُ	>adonu	7			None	[>adon]	>adon/ADJ+u/CASE_DEF_NOM	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[DN]_[CS:MS+u-suff]_[CT:-]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono+#iy||#A}iy]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
600	CHECK-GT-ONE	2	NOM.MS.DN	>adona>	أَدْنَؤُ	>adona&u	7			None	[>adon]	>adon/ADJ+&/STEM+u/CASE_DEF_NOM	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[DN]_[CS:MS+u-suff]_[CT:#a>+MS+u-suff]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono+#iy||#A}iy+FP||MD+FS||FD+MD+MP+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
601	CHECK-GT-ONE	2	NOM.MS.DG	>adona>	أَدْنِ	>adoni	7			None	[>adon]	>adon/ADJ+i/CASE_DEF_GEN	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[DG]_[CS:MS+i-suff]_[CT:-]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono+#iy||#A}iy]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
602	CHECK-GT-ONE	2	NOM.MS.DG	>adona>	أَدْنَئِ	>adona}i	7			None	[>adon]	>adon/ADJ+}/STEM+i/CASE_DEF_GEN	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[DG]_[CS:MS+i-suff]_[CT:#a>+MS+i-suff]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono+#iy||#A}iy+FP||MD+FS||FD+MD+MP+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
603	CHECK-GT-ONE	2	NOM.MS.DA	>adona>	أَدْنَ	>adona	7			None	[>adon]	>adon/ADJ+a/CASE_DEF_ACC	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[DA]_[CS:MS+a-suff]_[CT:-]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
604	CHECK-GT-ONE	2	NOM.MS.DA	>adona>	أَدْنَأَ	>adona>a	7			None	[>adon]	>adon/ADJ+a>/STEM+a/CASE_DEF_ACC	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[DA]_[CS:MS+a-suff]_[CT:#a>+MS+a-suff]_[CF:#aY-Ap-y||#A-Ap-w||#aA||Mono+FP||MD+FS||FD+MD+MP+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
605	CHECK-GT-ONE	2	NOM.MS.IN	>adona>	أَدْنَؤٌ	>adona&N	7			None	[>adon]	>adon/ADJ+&/STEM+N/CASE_INDEF_NOM	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[IN]_[CS:MS+u-suff]_[CT:#a>+MS+u-suff]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+#iy||#A}iy+@dip+FP||MD+FS||FD+MD+MP+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
606	CHECK-GT-ONE	2	NOM.MS.IN	>adona>	أَدْنٌ	>adonN	7			None	[>adon]	>adon/ADJ+N/CASE_INDEF_NOM	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[IN]_[CS:MS+u-suff]_[CT:-]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+#iy||#A}iy+@dip]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
607	CHECK-GT-ONE	2	NOM.MS.IG	>adona>	أَدْنٍ	>adonK	7			None	[>adon]	>adon/ADJ+K/CASE_INDEF_GEN	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[IG]_[CS:MS+i-suff]_[CT:-]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
608	CHECK-GT-ONE	2	NOM.MS.IG	>adona>	أَدْنَئٍ	>adona}K	7			None	[>adon]	>adon/ADJ+}/STEM+K/CASE_INDEF_GEN	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[IG]_[CS:MS+i-suff]_[CT:#a>+MS+i-suff]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip+FP||MD+FS||FD+MD+MP+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
609	CHECK-GT-ONE	2	NOM.MS.IA	>adona>	أَدْنً	>adonF	7			None	[>adon]	>adon/ADJ+F/CASE_INDEF_ACC	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[IA]_[CS:MS+a-suff]_[CT:#A'||#A'wy||#a>]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
610	CHECK-GT-ONE	2	NOM.MS.IA	>adona>	أَدْنَأً	>adona>F	7			None	[>adon]	>adon/ADJ+a>/STEM+F/CASE_INDEF_ACC	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[IA]_[CS:MS+a-suff]_[CT:#A'||#A'wy||#a>+#a>+MS+a-suff]_[CF:#aA||Mono+#aY-Ap-y||#A-Ap-w+@dip+FP||MD+FS||FD+MD+MP+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
611	CHECK-GT-ONE	2	NOM.MS.CN	>adona>	أَدْنُ	>adonu	7			None	[>adon]	>adon/ADJ+u/CASE_DEF_NOM	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CN.Pron]_[CS:MS+u-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
612	CHECK-GT-ONE	2	NOM.MS.CN	>adona>	أَدْنَؤُ	>adona&u	7			None	[>adon]	>adon/ADJ+&/STEM+u/CASE_DEF_NOM	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CN.Pron]_[CS:MS+u-suff]_[CT:#a>+MS+u-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+FP||MD+FS||FD+MD+MP+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
613	CHECK-GT-ONE	2	NOM.MS.CG	>adona>	أَدْنِ	>adoni	7			None	[>adon]	>adon/ADJ+i/CASE_DEF_GEN	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CG.Pron]_[CS:C:i#+MS+i-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
614	CHECK-GT-ONE	2	NOM.MS.CG	>adona>	أَدْنَئِ	>adona}i	7			None	[>adon]	>adon/ADJ+}/STEM+i/CASE_DEF_GEN	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CG.Pron]_[CS:C:i#+MS+i-suff]_[CT:#a>+MS+i-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+FP||MD+FS||FD+MD+MP+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
615	CHECK-GT-ONE	2	NOM.MS.CA	>adona>	أَدْنَ	>adona	7			None	[>adon]	>adon/ADJ+a/CASE_DEF_ACC	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CA.Pron]_[CS:MS+a-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
616	CHECK-GT-ONE	2	NOM.MS.CA	>adona>	أَدْنَأَ	>adona>a	7			None	[>adon]	>adon/ADJ+a>/STEM+a/CASE_DEF_ACC	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CA.Pron]_[CS:MS+a-suff]_[CT:#a>+MS+a-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+C:POSSPRON-iy+C:POSS_PRON-iy+FP||MD+FS||FD+MD+MP+enc0:0+enc0:0+i-suff+u-suff]	pos:adj gen:m num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
617	OK-ZERO-E0-DEFINITE	0	NOM.MS.DN.E0	>adona>			7			None	[>adon]			[#a>]	[MS]					FSE0 M0 PS0	1
618	OK-ZERO-E0-DEFINITE	0	NOM.MS.DG.E0	>adona>			7			None	[>adon]			[#a>]	[MS]					FSE0 M0 PS0	0
619	OK-ZERO-E0-DEFINITE	0	NOM.MS.DA.E0	>adona>			7			None	[>adon]			[#a>]	[MS]					FSE0 M0 PS0	1
620	CHECK-GT-ONE	2	NOM.MS.CN.E0	>adona>	أَدْنُهُ	>adonuhu	7			None	[>adon]	>adon/ADJ+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CN.Pron]_[CS:C:POSS_PRON+MS+u-suff]_[CT:-]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#]	pos:adj gen:m num:s cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
621	CHECK-GT-ONE	2	NOM.MS.CN.E0	>adona>	أَدْنَؤُهُ	>adona&uhu	7			None	[>adon]	>adon/ADJ+&/STEM+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CN.Pron]_[CS:C:POSS_PRON+MS+u-suff]_[CT:#a>+MS+u-suff]_[CF:#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+C:ay#+C:i#+C:i#||C:ay#||C:iy#+C:iy#+FP||MD+FS||FD+MD+MP+a-suff+enc0:0+enc0:0+i-suff]	pos:adj gen:m num:s cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	0
622	CHECK-GT-ONE	2	NOM.MS.CG.E0	>adona>	أَدْنِهِ	>adonihi	7			None	[>adon]	>adon/ADJ+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CG.Pron]_[CS:C:POSS_PRON+C:i#+MS+i-suff]_[CT:C:i#||C:ay#||C:iy#]_[CF:!C:i#+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy]	pos:adj gen:m num:s cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
623	CHECK-GT-ONE	2	NOM.MS.CG.E0	>adona>	أَدْنَئِهِ	>adona}ihi	7			None	[>adon]	>adon/ADJ+}/STEM+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	meaner/meanest;inferior	[#a>]	[MS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#a>]_[CT:MS||MD]_[CF:-]	S:[CG.Pron]_[CS:C:POSS_PRON+C:i#+MS+i-suff]_[CT:#a>+C:i#||C:ay#||C:iy#+MS+i-suff]_[CF:!C:i#+#aY-Ap-y||#aA-Ap-w||#aA||Mono+#iy||#A}iy+C:POSSPRON-iy+C:POSS_PRON-iy+FP||MD+FS||FD+MD+MP+a-suff+enc0:0+enc0:0+u-suff]	pos:adj gen:m num:s cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PS0	1
