LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
507	OK-ONE	1	NOM.FS.DA.P0	>adAp	الأَداةَ	Al>adApa	17			None	[>ad]	Al/DET+>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+a/CASE_DEF_ACC	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[DA]_[CS:FS]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:s cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	0
508	OK-ONE	1	NOM.FS.IN	>adAp	أَداةٌ	>adApN	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+N/CASE_INDEF_NOM	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[IN]_[CS:FS]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#dip+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
509	OK-ONE	1	NOM.FS.IG	>adAp	أَداةٍ	>adApK	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+K/CASE_INDEF_GEN	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[IG]_[CS:FS]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#dip+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+X100]	pos:noun gen:f num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
510	OK-ONE	1	NOM.FS.IA	>adAp	أَداةً	>adApF	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+F/CASE_INDEF_ACC	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[IA]_[CS:FS]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#dip+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
511	OK-ONE	1	NOM.FS.CN	>adAp	أَداةُ	>adApu	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+u/CASE_DEF_NOM	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:FS]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON+POSS_PRON-iy]	pos:noun gen:f num:s cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
512	OK-ONE	1	NOM.FS.CG	>adAp	أَداةِ	>adApi	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+i/CASE_DEF_GEN	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:FS]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON+POSS_PRON-iy+X100]	pos:noun gen:f num:s cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
513	OK-ONE	1	NOM.FS.CA	>adAp	أَداةَ	>adApa	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+a/CASE_DEF_ACC	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:FS]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON+POSS_PRON-iy]	pos:noun gen:f num:s cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
514	OK-ZERO-E0-DEFINITE	0	NOM.FS.DN.P0.E0	>adAp			17			None	[>ad]			[#aA-Ap-w]	[FS]					FSE0 PS0 PP0	1
515	OK-ZERO-E0-DEFINITE	0	NOM.FS.DG.P0.E0	>adAp			17			None	[>ad]			[#aA-Ap-w]	[FS]					FSE0 PS0 PP0	0
516	OK-ZERO-E0-DEFINITE	0	NOM.FS.DA.P0.E0	>adAp			17			None	[>ad]			[#aA-Ap-w]	[FS]					FSE0 PS0 PP0	1
517	OK-ONE	1	NOM.FS.CN.E0	>adAp	أَداتُهُ	>adAtuhu	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+u/CASE_DEF_NOM+hu/POSS_PRON_3MS	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:FS+POSS_PRON+enc0]_[CT:#aA-Ap-w+FS||FD+POSS_PRON]_[CF:#A'+#A'-w+#A'@w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy]	pos:noun gen:f num:s cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
518	OK-ONE	1	NOM.FS.CG.E0	>adAp	أَداتِهِ	>adAtihi	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+i/CASE_DEF_GEN+hu/POSS_PRON_3MS	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^i+FS+POSS_PRON+enc0]_[CT:#^i||#^ay||#^iy+#aA-Ap-w+FS||FD+POSS_PRON]_[CF:!#^i+#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+X100]	pos:noun gen:f num:s cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
519	OK-ONE	1	NOM.FS.CA.E0	>adAp	أَداتَهُ	>adAtahu	17			None	[>ad]	>ad/NOUN+A/STEM+ap/NSUFF_FEM_SG+a/CASE_DEF_ACC+hu/POSS_PRON_3MS	tools;instruments	[#aA-Ap-w]	[FS]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:FS+POSS_PRON+enc0]_[CT:#aA-Ap-w+FS||FD+POSS_PRON]_[CF:#A'+#A'-w+#A'@w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy]	pos:noun gen:f num:s cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
520	OK-ONE	1	NOM.FD.DN.P0	>adAp	الأَداتانِ	Al>adAtAni	18			None	[>ad]	Al/DET+>ad/NOUN+A/STEM+atAni/NSUFF_FEM_DU_NOM	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[DN]_[CS:FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:d cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	1
521	OK-ONE	1	NOM.FD.DG.P0	>adAp	الأَداتَيْنِ	Al>adAtayoni	18			None	[>ad]	Al/DET+>ad/NOUN+A/STEM+atayoni/NSUFF_FEM_DU_GEN	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[DG]_[CS:FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:d cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	0
522	OK-ONE	1	NOM.FD.DA.P0	>adAp	الأَداتَيْنِ	Al>adAtayoni	18			None	[>ad]	Al/DET+>ad/NOUN+A/STEM+atayoni/NSUFF_FEM_DU_ACC	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[DA]_[CS:FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:d cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	1
523	OK-ONE	1	NOM.FD.IN	>adAp	أَداتانِ	>adAtAni	18			None	[>ad]	>ad/NOUN+A/STEM+atAni/NSUFF_FEM_DU_NOM	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[IN]_[CS:FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
524	OK-ONE	1	NOM.FD.IG	>adAp	أَداتَيْنِ	>adAtayoni	18			None	[>ad]	>ad/NOUN+A/STEM+atayoni/NSUFF_FEM_DU_GEN	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[IG]_[CS:FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
525	OK-ONE	1	NOM.FD.IA	>adAp	أَداتَيْنِ	>adAtayoni	18			None	[>ad]	>ad/NOUN+A/STEM+atayoni/NSUFF_FEM_DU_ACC	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[IA]_[CS:FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
526	OK-ONE	1	NOM.FD.CN	>adAp	أَداتا	>adAtA	18			None	[>ad]	>ad/NOUN+A/STEM+atA/NSUFF_FEM_DU_NOM_POSS	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:#^A+FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:d cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
527	OK-ONE	1	NOM.FD.CG	>adAp	أَداتَيْ	>adAtayo	18			None	[>ad]	>ad/NOUN+A/STEM+atayo/NSUFF_FEM_DU_GEN_POSS	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^ay+FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:f num:d cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
528	OK-ONE	1	NOM.FD.CA	>adAp	أَداتَيْ	>adAtayo	18			None	[>ad]	>ad/NOUN+A/STEM+atayo/NSUFF_FEM_DU_ACC_POSS	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^ay+FD]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:f num:d cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
529	OK-ZERO-E0-DEFINITE	0	NOM.FD.DN.P0.E0	>adAp			18			None	[>ad]			[#aA-Ap-w]	[FD]					FSE0 PS0 PP0	0
530	OK-ZERO-E0-DEFINITE	0	NOM.FD.DG.P0.E0	>adAp			18			None	[>ad]			[#aA-Ap-w]	[FD]					FSE0 PS0 PP0	1
531	OK-ZERO-E0-DEFINITE	0	NOM.FD.DA.P0.E0	>adAp			18			None	[>ad]			[#aA-Ap-w]	[FD]					FSE0 PS0 PP0	0
532	OK-ONE	1	NOM.FD.CN.E0	>adAp	أَداتاهُ	>adAtAhu	18			None	[>ad]	>ad/NOUN+A/STEM+atA/NSUFF_FEM_DU_NOM_POSS+hu/POSS_PRON_3MS	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CN.Pron]_[CS:#^A+FD+POSS_PRON+enc0]_[CT:#aA-Ap-w+FS||FD]_[CF:#A'+#A'-w+#A'@w+#A}iy+#^ay+#^i+#^iy+#^i||#^ay||#^iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS]	pos:noun gen:f num:d cas:n enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
533	OK-ONE	1	NOM.FD.CG.E0	>adAp	أَداتَيْهِ	>adAtayohi	18			None	[>ad]	>ad/NOUN+A/STEM+atayo/NSUFF_FEM_DU_GEN_POSS+hu/POSS_PRON_3MS	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^ay+FD+POSS_PRON+enc0]_[CT:#^i||#^ay||#^iy+#aA-Ap-w+FS||FD]_[CF:!#^i+#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:f num:d cas:g enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
534	OK-ONE	1	NOM.FD.CA.E0	>adAp	أَداتَيْهِ	>adAtayohi	18			None	[>ad]	>ad/NOUN+A/STEM+atayo/NSUFF_FEM_DU_ACC_POSS+hu/POSS_PRON_3MS	tools;instruments	[#aA-Ap-w]	[FD]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:FS||FD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^ay+FD+POSS_PRON+enc0]_[CT:#^i||#^ay||#^iy+#aA-Ap-w+FS||FD]_[CF:!#^i+#A'+#A'-w+#A'@w+#A}iy+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+MD||FP+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:f num:d cas:a enc0:3ms_poss prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
535	OK-ONE	1	NOM.FP.DN.P0	bAbA	البابَواتُ	AlbAbawAtu	32			None	[bAb]	Al/DET+bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+u/CASE_DEF_NOM	Pope	[#aA-Ap-w]	[FP]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[DN]_[CS:FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:f num:p cas:n enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	0
536	OK-ONE	1	NOM.FP.DG.P0	bAbA	البابَواتِ	AlbAbawAti	32			None	[bAb]	Al/DET+bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_GEN	Pope	[#aA-Ap-w]	[FP]	P:[Nom.Pr.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[DG]_[CS:FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:f num:p cas:g enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	1
537	OK-ONE	1	NOM.FP.DA.P0	bAbA	البابَواتِ	AlbAbawAti	32			None	[bAb]	Al/DET+bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_ACC	Pope	[#aA-Ap-w]	[FP]	P:[Nom.Art]_[CS:-]_[CT:-]_[CF:li/PREP+li/PREP]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[DA]_[CS:FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:f num:p cas:a enc0:0 prc0:Al_det prc1:0 prc2:0 prc3:0	OK M0 PS0 PP0	0
538	OK-ONE	1	NOM.FP.IN	bAbA	بابَواتٌ	bAbawAtN	32			None	[bAb]	bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+N/CASE_INDEF_NOM	Pope	[#aA-Ap-w]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[IN]_[CS:FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:f num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
539	OK-ONE	1	NOM.FP.IG	bAbA	بابَواتٍ	bAbawAtK	32			None	[bAb]	bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+K/CASE_INDEF_GEN	Pope	[#aA-Ap-w]	[FP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[IG]_[CS:FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:f num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
540	OK-ONE	1	NOM.FP.IA	bAbA	بابَواتٍ	bAbawAtK	32			None	[bAb]	bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+K/CASE_INDEF_ACC	Pope	[#aA-Ap-w]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[IA]_[CS:FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS]	pos:noun gen:f num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
541	OK-ONE	1	NOM.FP.CN	bAbA	بابَواتُ	bAbawAtu	32			None	[bAb]	bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+u/CASE_DEF_NOM	Pope	[#aA-Ap-w]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[CN.Pron]_[CS:FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:f num:p cas:n enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
542	OK-ONE	1	NOM.FP.CG	bAbA	بابَواتِ	bAbawAti	32			None	[bAb]	bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_GEN	Pope	[#aA-Ap-w]	[FP]	P:[Nom.Pr]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[CG.Pron]_[CS:#^i+FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:f num:p cas:g enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	1
543	OK-ONE	1	NOM.FP.CA	bAbA	بابَواتِ	bAbawAti	32			None	[bAb]	bAb/NOUN+aw/STEM+At/NSUFF_FEM_PL+i/CASE_DEF_ACC	Pope	[#aA-Ap-w]	[FP]	P:[Nom]_[CS:-]_[CT:-]_[CF:-]	X:[Nom]_[CS:#aA-Ap-w]_[CT:MS||MD||FP]_[CF:-]	S:[CA.Pron]_[CS:#^i+FP]_[CT:#aA-Ap-w+MD||FP]_[CF:#A'+#A'-w+#A'@w+#A}iy+#a>+#a>+#aA+#aA-Ap-y+#aY-Ap-y+#iy+#o'-con+#o'-dis+#u&+#w'+FS||FD+MP+MS+POSS_PRON-iy+POSS_PRON-iy]	pos:noun gen:f num:p cas:a enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	FSE0 M0 OK PP0 PS0	0
544	OK-ZERO-E0-DEFINITE	0	NOM.FP.DN.P0.E0	bAbA			32			None	[bAb]			[#aA-Ap-w]	[FP]					FSE0 PS0 PP0	1
545	OK-ZERO-E0-DEFINITE	0	NOM.FP.DG.P0.E0	bAbA			32			None	[bAb]			[#aA-Ap-w]	[FP]					FSE0 PS0 PP0	0
546	OK-ZERO-E0-DEFINITE	0	NOM.FP.DA.P0.E0	bAbA			32			None	[bAb]			[#aA-Ap-w]	[FP]					FSE0 PS0 PP0	1
