>adoEaY	>a1o2aY		49	d.E.w			>adoE	NOUN	more/most_conducive;more/most_provoking	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>adohaY	>a1o2aY		49	d.h.y			>adoh	NOUN	craftier/craftiest;shrewder/shrewdest	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>adonaY	>a1o2aY		49	d.n.y			>adAn	ADJ_COMP	nearest;inferior;lowest	pos:adj_comp gen:m num:p rat:n cas:u	MS	#dip #iy
>adonaY	>a1o2aY		49	d.n.w			dunoy	ADJ	near;low;inferior	pos:adj gen:f num:s rat:n cas:u	FP||MD||MS	#aA-Ap-y Mono
>adoraY	>a1o2aY		49	d.r.y			>ador	ADJ	more/most_knowledgeable;more/most_informed	pos:adj gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>aEodaY	>a1o2aY		49	E.d.w			>aEod	NOUN	greater/greatest_enemy	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>aEolaY	>a1o2aY		49	E.l.w			>aEAl	ADJ	highest;heights;peaks	pos:adj gen:m num:p rat:n cas:u	MS	#dip #iy
>aEolaY	>a1o2aY		49	E.l.w			>aEAl	NOUN	highest;heights;peaks	pos:noun gen:- num:p rat:i cas:u	MS	#dip #iy
>aEolaY	>a1o2aY		49	E.l.w			Euloy	ADJ	supreme;high;highest	pos:adj gen:f num:s rat:n cas:u	FP||MD||MS	#aA-Ap-y Mono
>aEomaY	>a1o2aY		49	E.m.y			>aEom	ADJ	blind	pos:adj gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>aEomaY	>a1o2aY		49	E.m.y			>aEom	NOUN	blind	pos:noun gen:- num:- rat:r cas:u	MD||MS	#aY-Ap-y
>aEomaY	>a1o2aY		49	E.m.y			EamAy	ADJ	blind	pos:adj gen:m num:p rat:n cas:u	MS	#aA
>aEomaY	>a1o2aY		49	E.m.y			EamAyA	NOUN	blind	pos:noun gen:- num:p rat:r cas:u	MS	
>aEomaY	>a1o2aY		49	E.m.y			EumoyAn	ADJ	blind	pos:adj gen:m num:p rat:n cas:u	MS	
>aEomaY	>a1o2aY		49	E.m.y			EumoyAn	NOUN	blind	pos:noun gen:- num:p rat:r cas:u	MS	
>aEotaY	>a1o2aY		49	E.t.y			>aEot	ADJ	most_arrogant/insolent	pos:adj gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>aEotaY	>a1o2aY		49	E.t.y			>aEot	NOUN	more/most_arrogant/insolent	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>afoEaY	>a1o2aY		49	f.E.w			>afAE	NOUN	vipers	pos:noun gen:f num:p rat:i cas:u	MS	#dip #iy
>afoEaY	>a1o2aY		49	f.E.w			>afoE	NOUN	viper	pos:noun gen:f num:- rat:i cas:u	FP||MD||MS	#aY-Ap-y Mono
>agobaY	>a1o2aY		49	g.b.y			>agob	NOUN	stupid	pos:noun gen:- num:- rat:r cas:u	MD||MS	#aY-Ap-y
>ahodaY	>a1o2aY		49	h.d.y			>ahod	NOUN	better/best_guided;more/most_correct	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>aHojaY	>a1o2aY		49	H.j.w			>aHoj	NOUN	more/most_appropriate/correct	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>aHolaY	>a1o2aY		49	H.l.w			>aHol	NOUN	sweeter;sweetest	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>aHoraY	>a1o2aY		49	H.r.y			>aHor	NOUN	more/most_adequate;better/best	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>ajodaY	>a1o2aY		49	j.d.y			>ajod	ADJ_COMP	more/most_useful	pos:adj_comp gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>ajofaY	>a1o2aY		49	j.f.y			>ajof	NOUN	more/most_averse	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>ajohaY	>a1o2aY		49	j.h.y			>ajoh	NOUN	roofless;bald	pos:noun gen:- num:- rat:i cas:u	MS	#aY-Ap-y
>aloHaY	>a1o2aY		49	l.H.w			>aloH	ADJ	long-bearded	pos:adj gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>amoDaY	>a1o2aY		49	m.D.y			>amoD	ADJ	sharpest;most_effective	pos:adj gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>anokaY	>a1o2aY		49	n.k.y			>anok	ADJ	worst;most_harmful	pos:adj gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>anokaY	>a1o2aY		49	n.k.y			>anok	NOUN	worse;worst;more/most_harmful	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>aqonaY	>a1o2aY		49	q.n.w			>aqon	NOUN	bent;crooked;hooked	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>aqoSaY	>a1o2aY		49	q.S.w			>aqAS	ADJ	farthest;remotest	pos:adj gen:- num:- rat:n cas:u	MS	#dip #iy
>aqoSaY	>a1o2aY		49	q.S.w			>aqoS	ADJ	farthest;most_remote	pos:adj gen:- num:- rat:n cas:u	MD||MS	#aY-Ap-y
>aqosaY	>a1o2aY		49	q.s.w			>aqos	NOUN	harshest;cruelest	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>aqoSaY	>a1o2aY		49	q.S.w			>aqoS	NOUN	maximum	pos:noun gen:- num:- rat:i cas:u	MS	#aY-Ap-y
>aqoSaY	>a1o2aY		49	q.S.w			quSow	ADJ	farthest;remotest	pos:adj gen:f num:- rat:n cas:u	FP||MD||MS	#aY-Ap-y Mono
>aroqaY	>a1o2aY		49	r.q.y			>aroq	ADJ	higher;superior;more/most_advanced	pos:adj gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>aroqaY	>a1o2aY		49	r.q.y			>aroq	NOUN	higher;superior;more/most_advanced	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>asonaY	>a1o2aY		49	s.n.y			>ason	NOUN	more/most_radiant	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>atoqaY	>a1o2aY		49	t.q.w			>atoq	NOUN	more/most_pious	pos:noun gen:- num:- rat:r cas:u	MD||MS	#aY-Ap-y
>azohaY	>a1o2aY		49	z.h.w			>azoh	ADJ	most_splendid;most_conceited	pos:adj gen:- num:- rat:n cas:u	MD||MP||MS	#aY-Ap-y
>azokaY	>a1o2aY		49	z.k.w			>azok	NOUN	purer/purest;better/best	pos:noun gen:- num:- rat:i cas:u	MD||MS	#aY-Ap-y
>ajohaY	>a1o2aY		49	j.h.y			jahowA	NOUN	roofless;bald	pos:noun gen:f num:- rat:i cas:u	MS	#A'@w #dip
>aEomaY	>a1o2aY		49	E.m.y			EamoyA	ADJ	blind	pos:adj gen:f num:- rat:n cas:u	FP||MD||MS	#A'@w #dip
>aEomaY	>a1o2aY		49	E.m.y			EamoyA	NOUN	blind	pos:noun gen:f num:- rat:r cas:u	MS	#A'@w #dip
$A*iliy~	1A2i3iy~		49	$.*.l			$A*iliy~	ADJ	adherent_of_the_Shadhiliya_Sufi_Order	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$A*iliy~	1A2i3iy~		49	$.*.l			$A*iliy~	NOUN	adherent_of_the_Shadhiliya_Sufi_Order	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
$AfiEiy~	1A2i3iy~		49	$.f.E			$AfiEiy~	ADJ	Shafi'i_(school_of_jurisprudence)	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$AfiEiy~	1A2i3iy~		49	$.f.E			$AfiEiy~	NOUN	Shafi'i_(school_of_jurisprudence)	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
bATiniy~	1A2i3iy~		49	b.T.n			bATiniy~	ADJ	gastro-intestinal	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
bATiniy~	1A2i3iy~		49	b.T.n			bATiniy~	ADJ	internal;interior;inside	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
bATiniy~	1A2i3iy~		49	b.T.n			bATiniy~	ADJ	secret;hidden	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
dAxiliy~	1A2i3iy~		49	d.x.l			dAxiliy~	ADJ	internal;domestic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
EAmiliy~	1A2i3iy~		49	E.m.l			EAmiliy~	ADJ	factor	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
EAriDiy~	1A2i3iy~		49	E.r.D			EAriDiy~	ADJ	incidental	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
EASimiy~	1A2i3iy~		49	E.S.m			EASimiy~	ADJ	capital	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
EATifiy~	1A2i3iy~		49	E.T.f			EATifiy~	ADJ	emotional;affectionate	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
fArisiy~	1A2i3iy~		49	f.r.s			fArisiy~	ADJ	Persian	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
fArisiy~	1A2i3iy~		49	f.r.s			fArisiy~	NOUN	Persian	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
fArisiy~	1A2i3iy~		49	f.r.s			furos	ADJ	Persian	pos:adj gen:m num:p rat:n cas:u	MS	
fArisiy~	1A2i3iy~		49	f.r.s			furos	NOUN	Persians	pos:noun gen:m num:p rat:r cas:u	MS	
fATimiy~	1A2i3iy~		49	f.T.m			fATimiy~	ADJ	Fatimid	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
fATimiy~	1A2i3iy~		49	f.T.m			fATimiy~	NOUN	Fatimid	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
hA$imiy~	1A2i3iy~		49	h.$.m			hA$imiy~	ADJ	Hashemite	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
hA$imiy~	1A2i3iy~		49	h.$.m			hA$imiy~	NOUN	Hashemite	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
HAfiriy~	1A2i3iy~		49	H.f.r			HAfiriy~	ADJ	having_hoofs;hooflike	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
hAjiriy~	1A2i3iy~		49	h.j.r			hAjiriy~	ADJ	meridional;outstanding	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
hAmi$iy~	1A2i3iy~		49	h.m.$			hAmi$iy~	ADJ	peripheral;marginal;sidelined;excluded	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
hAtifiy~	1A2i3iy~		49	h.t.f			hAtifiy~	ADJ	telephone;telephonic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
jAhiliy~	1A2i3iy~		49	j.h.l			jAhiliy~	ADJ	pagan;Jahili_(pre-Islamic)	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
jAmiEiy~	1A2i3iy~		49	j.m.E			jAmiEiy~	ADJ	university	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
jAnibiy~	1A2i3iy~		49	j.n.b			jAnibiy~	ADJ	side;lateral;marginal	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
kAriviy~	1A2i3iy~		49	k.r.v			kAriviy~	ADJ	catastrophic;tragic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
kAZimiy~	1A2i3iy~		49	k.Z.m			kAZimiy~	ADJ	of/from_Kathema/Kazima	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
kAZimiy~	1A2i3iy~		49	k.Z.m			kAZimiy~	NOUN	of/from_Kathema/Kazima	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
lAqimiy~	1A2i3iy~		49	l.q.m			lAqimiy~	ADJ	palm_wine	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	L#
mAlikiy~	1A2i3iy~		49	m.l.k			mAlikiy~	ADJ	Malikite	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
mAlikiy~	1A2i3iy~		49	m.l.k			mAlikiy~	NOUN	Malikite	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
nASiriy~	1A2i3iy~		49	n.S.r			nASiriy~	ADJ	Nasserist	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
nASiriy~	1A2i3iy~		49	n.S.r			nASiriy~	ADJ	of/from_Nazareth	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
nASiriy~	1A2i3iy~		49	n.S.r			nASiriy~	NOUN	Nasserist	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
nASiriy~	1A2i3iy~		49	n.S.r			nASiriy~	NOUN	of/from_Nazareth	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
qAEidiy~	1A2i3iy~		49	q.E.d			qAEidiy~	ADJ	basic;fundamental	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
qAhiriy~	1A2i3iy~		49	q.h.r			qAhiriy~	ADJ	Cairene	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
qAhiriy~	1A2i3iy~		49	q.h.r			qAhiriy~	NOUN	Cairene	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
rAfiDiy~	1A2i3iy~		49	r.f.D			rAfiDiy~	ADJ	apostate;rebellious;fanatical	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
sAHiliy~	1A2i3iy~		49	s.H.l			sAHiliy~	ADJ	coastal;coastal_inhabitant	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
sAHiliy~	1A2i3iy~		49	s.H.l			sawAHil	ADJ	coastal;coastal_inhabitants	pos:adj gen:m num:p rat:n cas:u	MS	
sAmiriy~	1A2i3iy~		49	s.m.r			sAmiriy~	ADJ	Samaritan	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
sAmiriy~	1A2i3iy~		49	s.m.r			sAmiriy~	NOUN	Samaritan	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
TAlibiy~	1A2i3iy~		49	T.l.b			TAlibiy~	ADJ	student	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
xAfiqiy~	1A2i3iy~		49	x.f.q			xAfiqiy~	ADJ	stucco;roughcast	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
xArijiy~	1A2i3iy~		49	x.r.j			xArijiy~	ADJ	foreign;outside;outer	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
ZAhiriy~	1A2i3iy~		49	Z.h.r			ZAhiriy~	ADJ	apparent;external	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$uEuwbiy~	1u2uw3iy~		49	$.E.b			$uEuwbiy~	ADJ	cosmopolitan;globalist	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$uEuwbiy~	1u2uw3iy~		49	$.E.b			$uEuwbiy~	ADJ	Shu'ubi	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$uEuwbiy~	1u2uw3iy~		49	$.E.b			$uEuwbiy~	NOUN	Shu'ubi	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
$uEuwriy~	1u2uw3iy~		49	$.E.r			$uEuwriy~	ADJ	conscious	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$ukuwkiy~	1u2uw3iy~		49	$.k.k			$ukuwkiy~	ADJ	skeptic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
$ukuwkiy~	1u2uw3iy~		49	$.k.k			$ukuwkiy~	NOUN	skepticism	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS	
$umuwliy~	1u2uw3iy~		49	$.m.l			$umuwliy~	ADJ	universal;total;comprehensive	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
buruwjiy~	1u2uw3iy~		49	b.r.j			buruwjiy~	ADJ	trumpeter;bugler	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
buruwsiy~	1u2uw3iy~		49	b.r.s			buruwsiy~	ADJ	Prussian	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
buruwsiy~	1u2uw3iy~		49	b.r.s			buruwsiy~	NOUN	Prussian	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
buTuwliy~	1u2uw3iy~		49	b.T.l			buTuwliy~	ADJ	heroic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
DuguwTiy~	1u2uw3iy~		49	D.g.T			DuguwTiy~	ADJ	pressure;stress	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
Eumuwmiy~	1u2uw3iy~		49	E.m.m			Eumuwmiy~	ADJ	general;public;common	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
Euquwbiy~	1u2uw3iy~		49	E.q.b			Euquwbiy~	ADJ	punitive;penal	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
fuDuwliy~	1u2uw3iy~		49	f.D.l			fuDuwliy~	ADJ	curious;indiscreet	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
furuwsiy~	1u2uw3iy~		49	f.r.s			furuwsiy~	ADJ	heroic;chivalrous	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
gunuwSiy~	1u2uw3iy~		49	g.n.S			gunuwSiy~	ADJ	gnostic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
gunuwSiy~	1u2uw3iy~		49	g.n.S			gunuwSiy~	NOUN	gnosticism	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS	
guruwbiy~	1u2uw3iy~		49	g.r.b			guruwbiy~	ADJ	from_sundown	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
Huduwdiy~	1u2uw3iy~		49	H.d.d			Huduwdiy~	ADJ	frontier;border	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
hujuwmiy~	1u2uw3iy~		49	h.j.m			hujuwmiy~	ADJ	offensive;attack;assault	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
Hukuwmiy~	1u2uw3iy~		49	H.k.m			Hukuwmiy~	ADJ	governmental;state;official	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
Hukuwmiy~	1u2uw3iy~		49	H.k.m			Hukuwmiy~	NOUN	state_official;government_officer	pos:noun gen:- num:- rat:i cas:u	FD||FP||FS||MD||MP||MS	
Huquwqiy~	1u2uw3iy~		49	H.q.q			Huquwqiy~	ADJ	jurisprudent;jurist	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
Huquwqiy~	1u2uw3iy~		49	H.q.q			Huquwqiy~	ADJ	juristical	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
junuwniy~	1u2uw3iy~		49	j.n.n			junuwniy~	ADJ	frenzied;insane	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
kuHuwliy~	1u2uw3iy~		49	k.H.l			kuHuwliy~	ADJ	alcoholic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
kuHuwliy~	1u2uw3iy~		49	k.H.l			kuHuwliy~	NOUN	alcoholic_beverages	pos:noun gen:m num:- rat:i cas:u	FP	
kuhuwliy~	1u2uw3iy~		49	k.h.l			kuhuwliy~	NOUN	middle-aged;mature;senior	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
mujuwniy~	1u2uw3iy~		49	m.j.n			mujuwniy~	ADJ	sarcastic;cynic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
muluwkiy~	1u2uw3iy~		49	m.l.k			muluwkiy~	ADJ	royal;monarchic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
muruwqiy~	1u2uw3iy~		49	m.r.q			muruwqiy~	ADJ	pallbearer	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
muruwqiy~	1u2uw3iy~		49	m.r.q			muruwqiy~	ADJ	Quran_reciter	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
muruwqiy~	1u2uw3iy~		49	m.r.q			muruwqiy~	NOUN	pallbearer	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
muruwqiy~	1u2uw3iy~		49	m.r.q			muruwqiy~	NOUN	Quran_reciter	pos:noun gen:- num:- rat:r cas:u	FD||FP||FS||MD||MP||MS	
muruwriy~	1u2uw3iy~		49	m.r.r			muruwriy~	ADJ	traffic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
nuSuwSiy~	1u2uw3iy~		49	n.S.S			nuSuwSiy~	ADJ	textual	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
nuzuwEiy~	1u2uw3iy~		49	n.z.E			nuzuwEiy~	ADJ	motivational;instinctual	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
nuzuwliy~	1u2uw3iy~		49	n.z.l			nuzuwliy~	ADJ	declining;falling;recessive	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
qusuwsiy~	1u2uw3iy~		49	q.s.s			qusuwsiy~	ADJ	priestly;ordination	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
rujuwEiy~	1u2uw3iy~		49	r.j.E			rujuwEiy~	ADJ	backwards;retrospective	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
rusuwbiy~	1u2uw3iy~		49	r.s.b			rusuwbiy~	ADJ	sedimentary;stratified	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
sukuwtiy~	1u2uw3iy~		49	s.k.t			sukuwtiy~	ADJ	taciturn	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
suluwkiy~	1u2uw3iy~		49	s.l.k			suluwkiy~	ADJ	behavioral	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
suruwjiy~	1u2uw3iy~		49	s.r.j			suruwjiy~	ADJ	saddler	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
Tufuwliy~	1u2uw3iy~		49	T.f.l			Tufuwliy~	ADJ	infantile	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
Tuquwsiy~	1u2uw3iy~		49	T.q.s			Tuquwsiy~	ADJ	ritualistic	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
vubuwtiy~	1u2uw3iy~		49	v.b.t			vubuwtiy~	ADJ	evidential;supporting	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
xuSuwSiy~	1u2uw3iy~		49	x.S.S			xuSuwSiy~	ADJ	private;personal;special	pos:adj gen:- num:- rat:n cas:u	FD||FP||FS||MD||MP||MS	
>a$ab	>a2a3		50	>.$.b			>a$ab	NOUN	alloy	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>a$ar	>a2a3		50	>.$.r			>a$ar	NOUN	liveliness	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>abad	>a2a3		50	>.b.d			>abad	NOUN	eternity;forever	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>abad	>a2a3		50	>.b.d			|bAd	NOUN	eternity;forever	pos:noun gen:- num:p rat:i cas:u	MS	
>abah	>a2a3		50	>.b.h			>abah	NOUN	interest;sensitivity	pos:noun gen:m num:- rat:i cas:u	FP||MD||MS	
>abaq	>a2a3		50	>.b.q			>abaq	NOUN	escape;fleeing;flight	pos:noun gen:m num:- rat:i cas:u	FP||MD||MS	
>adab	>a2a3		50	>.d.b			>adab	NOUN	good_manners;etiquette	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>adab	>a2a3		50	>.d.b			>adab	NOUN	literature	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>adab	>a2a3		50	>.d.b			|dAb	NOUN	good_manners;etiquette	pos:noun gen:- num:p rat:i cas:u	MS	
>adab	>a2a3		50	>.d.b			|dAb	NOUN	literature	pos:noun gen:- num:p rat:i cas:u	MS	
>afaf	>a2a3		50	>.f.f			>afaf	NOUN	displeasure;grumbling	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>afak	>a2a3		50	>.f.k			>afak	NOUN	lying;falsehood	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>afan	>a2a3		50	>.f.n			>afan	NOUN	foolishness	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>aHad	>a2a3		50	w.H.d			<iHod	NOUN	one_(of);someone	pos:noun gen:f num:- rat:i cas:u	MS	#aY-Ap-y
>aHad	>a2a3		50	w.H.d			<iHod	NOUN_NUM	one	pos:noun_num gen:f num:- rat:n cas:u	MS	#aY-Ap-y
>aHad	>a2a3		50	w.H.d			>aHad	NOUN	one_(of);someone;anyone;no-one	pos:noun gen:- num:- rat:i cas:u	MS	
>aHad	>a2a3		50	w.H.d			>aHad	NOUN	Sunday	pos:noun gen:- num:- rat:i cas:u	MS	
>aHad	>a2a3		50	w.H.d			>aHad	NOUN_NUM	one	pos:noun_num gen:- num:- rat:n cas:u	MS	
>aHad	>a2a3		50	w.H.d			|HAd	NOUN	ones	pos:noun gen:- num:p rat:r cas:u	MS	
>aHad	>a2a3		50	w.H.d			|HAd	NOUN	Sundays	pos:noun gen:- num:p rat:i cas:u	MS	
>ajal	>a2a3		50	>.j.l			>ajal	NOUN	period;term	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>ajal	>a2a3		50	>.j.l			|jAl	NOUN	periods;terms	pos:noun gen:- num:p rat:i cas:u	MS	
>ajam	>a2a3		50	>.j.m			>ajam	NOUN	thicket;bush	pos:noun gen:- num:- rat:i cas:u	MD||MS	@collective
>alam	>a2a3		50	>.l.m			>alam	NOUN	pain;suffering	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>alam	>a2a3		50	>.l.m			|lAm	NOUN	pain;suffering	pos:noun gen:- num:p rat:i cas:u	MS	
>alaq	>a2a3		50	>.l.q			>alaq	NOUN	brightness;brilliance	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>amal	>a2a3		50	>.m.l			>amal	NOUN	hope;wish	pos:noun gen:- num:- rat:i cas:u	MD||MS	
>amal	>a2a3		50	>.m.l			|mAl	NOUN	hopes;wishes	pos:noun gen:- num:p rat:i cas:u	MS	
>akam	>a2a3		50	>.k.m			>akam	NOUN	hills;reefs;heaps	pos:noun gen:- num:- rat:i cas:u	MD||MS	@collective
>arab	>a2a3		50	>.r.b			>arab	NOUN	desire;goal	pos:noun gen:- num:- rat:i cas:u	MD||MS	
